WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
Bm6830	Bm_v4_Chr2_contig_001	2110835	2113297	1	WBGene00227091
Bm6831	Bm_v4_Chr2_contig_001	2109256	2110338	1	WBGene00227092
Bm6832	Bm_v4_Chr2_contig_001	2106248	2107627	1	WBGene00227093
Bm6833	Bm_v4_Chr2_contig_001	12206491	12207607	-1	WBGene00227094
Bm6834	Bm_v4_Chr2_contig_001	2113744	2114562	-1	WBGene00227095
Bm6835	Bm_v4_Chr2_contig_001	8546089	8549412	-1	WBGene00227096
Bm6837	Bm_v4_ChrX_scaffold_001	3815921	3818064	-1	WBGene00227098
Bm6838	Bm_v4_Chr1_scaffold_001	3306563	3309233	1	WBGene00227099
Bm6839	Bm_v4_Chr1_scaffold_001	13674947	13675426	-1	WBGene00227100
Bm6840	Bm_v4_Chr1_scaffold_001	3490647	3498364	-1	WBGene00227101
Bm6841	Bm_v4_Chr1_scaffold_001	8207128	8212062	-1	WBGene00227102
Bm6842	Bm_v4_Chr1_scaffold_001	13035356	13039221	1	WBGene00227103
Bm6843	Bm_v4_Chr1_scaffold_001	11806445	11809482	1	WBGene00227104
Bm6844	Bm_v4_Chr1_scaffold_001	7479038	7480983	1	WBGene00227105
Bm6845	Bm_v4_Chr1_scaffold_001	2411198	2422129	1	WBGene00227106
Bm6846	Bm_v4_Chr1_scaffold_001	10183916	10190147	-1	WBGene00227107
Bm6847	Bm_v4_ChrX_scaffold_001	6126974	6131641	-1	WBGene00227108
Bm6848	Bm_v4_Chr4_scaffold_001	11646823	11651358	1	WBGene00227109
Bm6849	Bm_v4_ChrX_scaffold_001	6360135	6372344	-1	WBGene00227110
Bm6850	Bm_v4_ChrX_scaffold_001	4957768	4959301	1	WBGene00227111
Bm6851	Bm_v4_ChrX_scaffold_001	2701244	2707471	-1	WBGene00227112
Bm6852	Bm_v4_ChrX_scaffold_001	12343644	12345743	1	WBGene00227113
Bm6853	Bm_v4_ChrX_scaffold_001	12339830	12342008	1	WBGene00227114
Bm6854	Bm_v4_Chr1_scaffold_001	13976466	13978165	-1	WBGene00227115
Bm6855	Bm_v4_ChrX_scaffold_001	4755111	4758133	-1	WBGene00227116
Bm6856	Bm_v4_ChrX_scaffold_001	4959711	4962092	1	WBGene00227117
Bm6857	Bm_v4_ChrX_scaffold_001	9835152	9838079	1	WBGene00227118
Bm6858	Bm_v4_ChrX_scaffold_001	4955825	4957438	1	WBGene00227119
Bm6859	Bm_v4_ChrX_scaffold_001	3174906	3178861	1	WBGene00227120
Bm6860	Bm_v4_ChrX_scaffold_001	3171706	3174768	-1	WBGene00227121
Bm6861	Bm_v4_Chr1_scaffold_001	7413993	7415772	1	WBGene00227122
Bm6862	Bm_v4_ChrX_scaffold_001	6386815	6391711	1	WBGene00227123
Bm6863	Bm_v4_Chr1_scaffold_001	6742427	6744434	1	WBGene00227124
Bm6864	Bm_v4_Chr3_scaffold_001	864426	871549	1	WBGene00227125
Bm6865	Bm_v4_Chr2_contig_001	4522026	4524055	1	WBGene00227126
Bm6866	Bm_v4_ChrX_scaffold_001	8558975	8564233	1	WBGene00227127
Bm6867	Bm_v4_ChrX_scaffold_001	9189864	9194769	1	WBGene00227128
Bm6868	Bm_v4_Chr1_scaffold_001	367804	379041	-1	WBGene00227129
Bm6869	Bm_v4_Chr1_scaffold_001	9628869	9633512	-1	WBGene00227130
Bm6870	Bm_008	212152	213676	-1	WBGene00227131
Bm6871	Bm_v4_Chr1_scaffold_001	6890701	6896612	1	WBGene00227132
Bm6873	Bm_v4_ChrX_scaffold_001	10250870	10254884	1	WBGene00227134
Bm6875	Bm_v4_ChrX_scaffold_001	19680021	19683723	-1	WBGene00227136
Bm6876	Bm_v4_Chr1_scaffold_001	2139935	2143596	1	WBGene00227137
Bm6877	Bm_v4_ChrX_scaffold_001	5271619	5272181	1	WBGene00227138
Bm6878	Bm_v4_Chr1_scaffold_001	9626167	9628241	-1	WBGene00227139
Bm6879	Bm_v4_ChrX_scaffold_001	5276253	5277775	-1	WBGene00227140
Bm6880	Bm_v4_ChrX_scaffold_001	5274392	5276229	-1	WBGene00227141
Bm6881	Bm_v4_Chr1_scaffold_001	9954267	9956967	-1	WBGene00227142
Bm6882	Bm_v4_Chr1_scaffold_001	8735890	8737498	1	WBGene00227143
Bm6883	Bm_v4_Chr1_scaffold_001	9269815	9272497	1	WBGene00227144
Bm6884	Bm_v4_Chr1_scaffold_001	5772507	5777685	1	WBGene00227145
Bm6885	Bm_v4_Chr1_scaffold_001	3940861	3943650	1	WBGene00227146
Bm6886	Bm_v4_Chr2_contig_001	10800427	10803255	1	WBGene00227147
Bm6887	Bm_v4_Chr2_contig_001	7469602	7475248	1	WBGene00227148
Bm6888	Bm_v4_Chr2_contig_001	13591559	13593197	-1	WBGene00227149
Bm6889	Bm_v4_ChrX_scaffold_001	1946391	1959582	-1	WBGene00227150
Bm6890	Bm_v4_Chr2_contig_001	7358764	7363318	-1	WBGene00227151
Bm6891	Bm_v4_Chr2_contig_001	9395272	9398450	1	WBGene00227152
Bm6892	Bm_v4_Chr2_contig_001	10804861	10808995	1	WBGene00227153
Bm6893	Bm_v4_Chr3_scaffold_001	3921683	3924480	-1	WBGene00227154
Bm6894	Bm_v4_ChrX_scaffold_001	22219622	22234327	1	WBGene00227155
Bm6895	Bm_v4_Chr2_contig_001	10155947	10161047	1	WBGene00227156
Bm6896	Bm_v4_Chr2_contig_001	13974612	13980144	-1	WBGene00227157
Bm6897	Bm_v4_Chr4_scaffold_001	8108162	8111691	1	WBGene00227158
Bm6898	Bm_v4_Chr4_scaffold_001	5373165	5375730	-1	WBGene00227159
Bm6899	Bm_v4_Chr4_scaffold_001	5376065	5377455	-1	WBGene00227160
Bm6900	Bm_v4_Chr4_scaffold_001	8112350	8113044	1	WBGene00227161
Bm6901	Bm_v4_Chr4_scaffold_001	8113677	8114206	-1	WBGene00227162
Bm6902	Bm_v4_Chr2_contig_001	5396304	5399203	-1	WBGene00227163
Bm6903	Bm_v4_ChrX_scaffold_001	6820914	6831520	1	WBGene00227164
Bm6904	Bm_v4_ChrX_scaffold_001	1175979	1177904	1	WBGene00227165
Bm6905	Bm_v4_ChrX_scaffold_001	18486930	18499383	-1	WBGene00227166
Bm6906	Bm_v4_ChrX_scaffold_001	11458744	11460893	1	WBGene00227167
Bm6907	Bm_v4_ChrX_scaffold_001	11454794	11459081	1	WBGene00227168
Bm6909	Bm_v4_ChrX_scaffold_001	5155737	5157279	-1	WBGene00227170
Bm6910	Bm_v4_ChrX_scaffold_001	6321118	6325767	-1	WBGene00227171
Bm6911	Bm_v4_Chr4_scaffold_001	8850662	8854695	-1	WBGene00227172
Bm6912	Bm_v4_ChrX_scaffold_001	7753066	7760755	-1	WBGene00227173
Bm6913	Bm_v4_Chr2_contig_001	3827393	3832393	-1	WBGene00227174
Bm6914	Bm_v4_ChrX_scaffold_001	18704	20470	-1	WBGene00227175
Bm6915	Bm_v4_ChrX_scaffold_001	1173049	1175107	1	WBGene00227176
Bm6916	Bm_v4_ChrX_scaffold_001	16706616	16709597	-1	WBGene00227177
Bm6917	Bm_v4_ChrX_scaffold_001	7792060	7794197	1	WBGene00227178
Bm6918	Bm_v4_Chr2_contig_001	11404669	11406858	1	WBGene00227179
Bm6919	Bm_v4_Chr1_scaffold_001	8588572	8590572	-1	WBGene00227180
Bm6920	Bm_v4_Chr2_contig_001	8230089	8231420	1	WBGene00227181
Bm6921	Bm_v4_Chr4_scaffold_001	10934050	10937753	-1	WBGene00227182
Bm6922	Bm_v4_Chr4_scaffold_001	10757510	10766016	1	WBGene00227183
Bm6923	Bm_v4_Chr4_scaffold_001	7223054	7229862	1	WBGene00227184
Bm6924	Bm_v4_Chr4_scaffold_001	9762677	9770127	-1	WBGene00227185
Bm6925	Bm_v4_ChrX_scaffold_001	5566741	5571183	-1	WBGene00227186
Bm6926	Bm_v4_Chr4_scaffold_001	8539257	8541946	-1	WBGene00227187
Bm6927	Bm_v4_Chr4_scaffold_001	5605840	5608509	1	WBGene00227188
Bm6928	Bm_v4_Chr4_scaffold_001	4200673	4209529	-1	WBGene00227189
Bm6929	Bm_v4_Chr4_scaffold_001	8549739	8551851	-1	WBGene00227190
Bm6930	Bm_v4_Chr4_scaffold_001	8544593	8547974	-1	WBGene00227191
Bm6931	Bm_v4_Chr4_scaffold_001	6896763	6901175	-1	WBGene00227192
Bm6932	Bm_v4_Chr4_scaffold_001	4580272	4584275	1	WBGene00227193
Bm6933	Bm_v4_Chr4_scaffold_001	3040510	3049375	-1	WBGene00227194
Bm6934	Bm_v4_Chr4_scaffold_001	3034099	3037707	-1	WBGene00227195
Bm6935	Bm_v4_Chr2_contig_001	9275991	9283693	-1	WBGene00227196
Bm6936	Bm_v4_Chr2_contig_001	10341670	10347218	1	WBGene00227197
Bm6937	Bm_v4_ChrX_scaffold_001	22843078	22846227	1	WBGene00227198
Bm6938	Bm_v4_ChrX_scaffold_001	12015698	12017408	-1	WBGene00227199
Bm6939	Bm_v4_Chr1_scaffold_001	7200380	7206517	-1	WBGene00227200
Bm6940	Bm_v4_Chr4_scaffold_001	9030487	9032194	-1	WBGene00227201
Bm6941	Bm_v4_Chr4_scaffold_001	9026347	9029589	-1	WBGene00227202
Bm6942	Bm_v4_Chr4_scaffold_001	5760336	5763907	1	WBGene00227203
Bm6943	Bm_v4_Chr4_scaffold_001	7282159	7287108	-1	WBGene00227204
Bm6944	Bm_v4_Chr4_scaffold_001	8665019	8666118	-1	WBGene00227205
Bm6945	Bm_v4_Chr2_contig_001	4446381	4451114	1	WBGene00227206
Bm6946	Bm_v4_Chr4_scaffold_001	12390411	12396953	-1	WBGene00227207
Bm6947	Bm_v4_Chr4_scaffold_001	5158355	5167418	1	WBGene00227208
Bm6948	Bm_v4_Chr4_scaffold_001	5167743	5170384	1	WBGene00227209
Bm6949	Bm_v4_ChrX_scaffold_001	4933794	4934755	1	WBGene00227210
Bm6950	Bm_v4_Chr3_scaffold_001	5076371	5078037	-1	WBGene00227211
Bm6951	Bm_v4_ChrX_scaffold_001	5889105	5890389	-1	WBGene00227212
Bm6952	Bm_v4_ChrX_scaffold_001	5864956	5865689	1	WBGene00227213
Bm6953	Bm_v4_ChrX_scaffold_001	5866930	5868107	1	WBGene00227214
Bm6954	Bm_v4_Chr3_scaffold_001	8870075	8870365	1	WBGene00227215
Bm6955	Bm_v4_ChrX_scaffold_001	1097847	1102693	-1	WBGene00227216
Bm6956	Bm_v4_Chr3_scaffold_001	5055605	5058954	1	WBGene00227217
Bm6957	Bm_v4_Chr2_contig_001	7731248	7732062	-1	WBGene00227218
Bm6958	Bm_v4_Chr2_contig_001	7729255	7731041	-1	WBGene00227219
Bm6959	Bm_v4_ChrX_scaffold_001	9479792	9482785	1	WBGene00227220
Bm6960	Bm_v4_Chr3_scaffold_001	1555425	1558724	-1	WBGene00227221
Bm6961	Bm_v4_Chr3_scaffold_001	7943494	7949918	1	WBGene00227222
Bm6962	Bm_v4_Chr4_scaffold_001	12353171	12353752	-1	WBGene00227223
Bm6963	Bm_v4_Chr3_scaffold_001	4625967	4628381	1	WBGene00227224
Bm6964	Bm_v4_ChrX_scaffold_001	1372737	1379628	-1	WBGene00227225
Bm6965	Bm_v4_Chr2_contig_001	10738507	10762104	-1	WBGene00227226
Bm6966	Bm_007	625033	626271	-1	WBGene00227227
Bm6967	Bm_v4_Chr4_scaffold_001	6450611	6453023	1	WBGene00227228
Bm6968	Bm_v4_ChrX_scaffold_001	4566032	4567939	1	WBGene00227229
Bm6969	Bm_v4_Chr3_scaffold_001	6254830	6261974	1	WBGene00227230
Bm6970	Bm_v4_Chr3_scaffold_001	10247959	10254272	-1	WBGene00227231
Bm6971	Bm_v4_Chr3_scaffold_001	10257866	10260896	-1	WBGene00227232
Bm6972	Bm_v4_Chr3_scaffold_001	6258932	6261840	-1	WBGene00227233
Bm6973	Bm_v4_Chr3_scaffold_001	3041784	3043586	1	WBGene00227234
Bm6974	Bm_v4_Chr3_scaffold_001	13918079	13920550	1	WBGene00227235
Bm6975	Bm_v4_Chr3_scaffold_001	9835444	9843899	1	WBGene00227236
Bm6976	Bm_v4_ChrX_scaffold_001	13706196	13708369	1	WBGene00227237
Bm6977	Bm_v4_Chr3_scaffold_001	11979736	11989745	-1	WBGene00227238
Bm6978	Bm_v4_Chr1_scaffold_001	13484656	13488652	1	WBGene00227239
Bm6979	Bm_v4_ChrX_scaffold_001	16167965	16169495	-1	WBGene00227240
Bm6980	Bm_v4_ChrX_scaffold_001	19457995	19459606	1	WBGene00227241
Bm6981	Bm_v4_Chr1_scaffold_001	10767268	10769690	1	WBGene00227242
Bm6982	Bm_v4_Chr1_scaffold_001	10766396	10766878	1	WBGene00227243
Bm6983	Bm_v4_Chr4_scaffold_001	7853111	7855405	-1	WBGene00227244
Bm6984	Bm_v4_Chr1_scaffold_001	9925655	9927312	-1	WBGene00227245
Bm6985	Bm_v4_Chr1_scaffold_001	5337216	5340566	-1	WBGene00227246
Bm6986	Bm_v4_Chr1_scaffold_001	2766509	2769655	-1	WBGene00227247
Bm6987	Bm_v4_Chr3_scaffold_001	8168397	8171461	1	WBGene00227248
Bm6988	Bm_v4_ChrX_scaffold_001	5533887	5535940	1	WBGene00227249
Bm6989	Bm_v4_Chr3_scaffold_001	6969006	6981166	1	WBGene00227250
Bm6990	Bm_v4_ChrX_scaffold_001	2519477	2534956	-1	WBGene00227251
Bm6991	Bm_v4_ChrX_scaffold_001	9797143	9798327	1	WBGene00227252
Bm6992	Bm_v4_ChrX_scaffold_001	9019389	9022722	-1	WBGene00227253
Bm6993	Bm_v4_ChrX_scaffold_001	9768006	9771356	1	WBGene00227254
Bm6994	Bm_v4_ChrX_scaffold_001	9772364	9776031	-1	WBGene00227255
Bm6995	Bm_v4_ChrX_scaffold_001	7113765	7119456	1	WBGene00227256
Bm6996	Bm_v4_Chr1_scaffold_001	10735389	10739459	-1	WBGene00227257
Bm6998	Bm_v4_Chr1_scaffold_001	12058289	12059795	1	WBGene00227259
Bm6999	Bm_v4_ChrX_scaffold_001	14480702	14483048	1	WBGene00227260
Bm7000	Bm_v4_Chr1_scaffold_001	11051403	11052232	1	WBGene00227261
Bm7001	Bm_v4_Chr4_scaffold_001	12679148	12681899	-1	WBGene00227262
Bm7002	Bm_v4_ChrX_scaffold_001	1119313	1129752	-1	WBGene00227263
Bm7003	Bm_v4_Chr2_contig_001	10205440	10206868	-1	WBGene00227264
Bm7004	Bm_v4_ChrX_scaffold_001	9840867	9862481	-1	WBGene00227265
Bm7005	Bm_v4_ChrX_scaffold_001	6789652	6798272	1	WBGene00227266
Bm7006	Bm_v4_ChrX_scaffold_001	10418169	10420477	1	WBGene00227267
Bm7007	Bm_v4_ChrX_scaffold_001	6986723	6987822	1	WBGene00227268
Bm7008	Bm_v4_Chr4_scaffold_001	9099679	9101500	-1	WBGene00227269
Bm7009	Bm_v4_Chr1_scaffold_001	4093408	4095741	-1	WBGene00227270
Bm7010	Bm_v4_Chr1_scaffold_001	4087510	4092898	-1	WBGene00227271
Bm7011	Bm_v4_Chr1_scaffold_001	11471750	11474859	-1	WBGene00227272
Bm7012	Bm_v4_Chr4_scaffold_001	6306450	6308273	1	WBGene00227273
Bm7013	Bm_v4_ChrX_scaffold_001	5214163	5214939	-1	WBGene00227274
Bm7014	Bm_v4_Chr1_scaffold_001	10003720	10005841	-1	WBGene00227275
Bm7015	Bm_v4_Chr2_contig_001	719847	729434	1	WBGene00227276
Bm7017	Bm_v4_Chr1_scaffold_001	2357652	2358741	1	WBGene00227278
Bm7019	Bm_v4_Chr4_scaffold_001	9200474	9204718	-1	WBGene00227280
Bm7021	Bm_v4_ChrX_scaffold_001	9992467	9994874	-1	WBGene00227282
Bm7022	Bm_v4_Chr4_scaffold_001	9095992	9099298	-1	WBGene00227283
Bm7023	Bm_v4_Chr3_scaffold_001	1570054	1575871	-1	WBGene00227284
Bm7024	Bm_v4_Chr4_scaffold_001	51134	55342	1	WBGene00227285
Bm7025	Bm_v4_Chr1_scaffold_001	8505107	8510150	-1	WBGene00227286
Bm7026	Bm_v4_Chr3_scaffold_001	5365028	5380208	-1	WBGene00227287
Bm7027	Bm_v4_ChrX_scaffold_001	22271966	22277880	1	WBGene00227288
Bm7028	Bm_v4_Chr1_scaffold_001	6444253	6449114	-1	WBGene00227289
Bm7029	Bm_v4_Chr1_scaffold_001	7482401	7490471	-1	WBGene00227290
Bm7030	Bm_v4_ChrX_scaffold_001	13399499	13405983	-1	WBGene00227291
Bm7031	Bm_v4_Chr4_scaffold_001	11576062	11582480	-1	WBGene00227292
Bm7032	Bm_v4_Chr3_scaffold_001	7554838	7557977	-1	WBGene00227293
Bm7033	Bm_v4_Chr3_scaffold_001	12894845	12899674	1	WBGene00227294
Bm7034	Bm_v4_Chr4_scaffold_001	3438508	3440389	1	WBGene00227295
Bm7035	Bm_v4_Chr3_scaffold_001	2194775	2195984	1	WBGene00227296
Bm7036	Bm_v4_Chr3_scaffold_001	2188819	2192751	1	WBGene00227297
Bm7037	Bm_v4_Chr4_scaffold_001	7787427	7794662	-1	WBGene00227298
Bm7038	Bm_v4_Chr3_scaffold_001	8947276	8953272	-1	WBGene00227299
Bm7039	Bm_v4_Chr3_scaffold_001	7375618	7376707	-1	WBGene00227300
Bm7040	Bm_v4_Chr3_scaffold_001	8953500	8956221	-1	WBGene00227301
Bm7041	Bm_v4_Chr3_scaffold_001	8658292	8661092	1	WBGene00227302
Bm7042	Bm_v4_Chr3_scaffold_001	13112745	13114913	1	WBGene00227303
Bm7043	Bm_v4_Chr3_scaffold_001	5812538	5816127	-1	WBGene00227304
Bm7044	Bm_v4_Chr3_scaffold_001	7096504	7106978	1	WBGene00227305
Bm7045	Bm_v4_Chr3_scaffold_001	2616206	2619696	-1	WBGene00227306
Bm7046	Bm_v4_Chr4_scaffold_001	4287163	4291893	-1	WBGene00227307
Bm7047	Bm_008	273637	276595	-1	WBGene00227308
Bm7048	Bm_v4_ChrX_scaffold_001	14199064	14202283	1	WBGene00227309
Bm7049	Bm_v4_Chr3_scaffold_001	797760	808421	-1	WBGene00227310
Bm7050	Bm_v4_Chr3_scaffold_001	9465481	9472074	1	WBGene00227311
Bm7051	Bm_v4_ChrX_scaffold_001	9469469	9473121	-1	WBGene00227312
Bm7052	Bm_v4_Chr3_scaffold_001	13268366	13272059	1	WBGene00227313
Bm7053	Bm_v4_Chr3_scaffold_001	6830976	6837103	1	WBGene00227314
Bm7054	Bm_v4_Chr3_scaffold_001	3612154	3630764	1	WBGene00227315
Bm7055	Bm_v4_Chr4_scaffold_001	3286654	3288914	-1	WBGene00227316
Bm7056	Bm_v4_Chr3_scaffold_001	5520629	5525687	-1	WBGene00227317
Bm7057	Bm_v4_Chr3_scaffold_001	5878182	5879125	-1	WBGene00227318
Bm7058	Bm_v4_Chr3_scaffold_001	5881980	5885223	-1	WBGene00227319
Bm7059	Bm_v4_Chr3_scaffold_001	12859649	12864202	-1	WBGene00227320
Bm7060	Bm_v4_Chr3_scaffold_001	7458586	7462900	-1	WBGene00227321
Bm7061	Bm_v4_Chr3_scaffold_001	6042814	6045096	-1	WBGene00227322
Bm7062	Bm_v4_Chr3_scaffold_001	6827084	6831410	-1	WBGene00227323
Bm7063	Bm_v4_Chr1_scaffold_001	13607329	13607778	-1	WBGene00227324
Bm7064	Bm_v4_Chr1_scaffold_001	10100106	10102921	1	WBGene00227325
Bm7065	Bm_v4_Chr1_scaffold_001	10096666	10098035	1	WBGene00227326
Bm7066	Bm_v4_Chr1_scaffold_001	9634939	9639370	1	WBGene00227327
Bm7067	Bm_v4_Chr1_scaffold_001	11834276	11834932	1	WBGene00227328
Bm7068	Bm_v4_ChrX_scaffold_001	6545102	6545625	-1	WBGene00227329
Bm7069	Bm_v4_ChrX_scaffold_001	15034152	15037351	-1	WBGene00227330
Bm7070	Bm_v4_Chr1_scaffold_001	1688076	1693127	-1	WBGene00227331
Bm7072	Bm_v4_Chr1_scaffold_001	9200200	9207150	1	WBGene00227333
Bm7073	Bm_v4_ChrX_scaffold_001	8278875	8282102	1	WBGene00227334
Bm7074	Bm_v4_Chr1_scaffold_001	4872219	4884662	1	WBGene00227335
Bm7075	Bm_v4_ChrX_scaffold_001	17663966	17667819	1	WBGene00227336
Bm7076	Bm_v4_Chr1_scaffold_001	8029332	8032218	-1	WBGene00227337
Bm7077	Bm_v4_ChrX_scaffold_001	13330594	13338718	1	WBGene00227338
Bm7078	Bm_007	316054	319026	1	WBGene00227339
Bm7079	Bm_v4_Chr1_scaffold_001	1840864	1845354	-1	WBGene00227340
Bm7080	Bm_v4_Chr1_scaffold_001	11835016	11836232	1	WBGene00227341
Bm7081	Bm_v4_Chr3_scaffold_001	8776319	8777143	1	WBGene00227342
Bm7082	Bm_v4_Chr1_scaffold_001	1550785	1554556	1	WBGene00227343
Bm7083	Bm_v4_Chr1_scaffold_001	1547053	1549773	1	WBGene00227344
Bm7084	Bm_v4_Chr1_scaffold_001	1543639	1546285	1	WBGene00227345
Bm7085	Bm_v4_Chr1_scaffold_001	5789943	5791894	-1	WBGene00227346
Bm7086	Bm_v4_Chr1_scaffold_001	13505318	13515311	1	WBGene00227347
Bm7087	Bm_v4_ChrX_scaffold_001	15827078	15834216	1	WBGene00227348
Bm7088	Bm_v4_ChrX_scaffold_001	13064397	13069912	1	WBGene00227349
Bm7089	Bm_v4_Chr1_scaffold_001	11606783	11609412	1	WBGene00227350
Bm7090	Bm_v4_ChrX_scaffold_001	8272318	8276110	1	WBGene00227351
Bm7091	Bm_v4_ChrX_scaffold_001	8022864	8027275	1	WBGene00227352
Bm7092	Bm_007	334815	338188	1	WBGene00227353
Bm7093	Bm_v4_ChrX_scaffold_001	3942744	3947782	1	WBGene00227354
Bm7094	Bm_v4_ChrX_scaffold_001	6187985	6192492	1	WBGene00227355
Bm7095	Bm_v4_ChrX_scaffold_001	12002340	12004415	-1	WBGene00227356
Bm7096	Bm_v4_ChrX_scaffold_001	5987786	5998828	-1	WBGene00227357
Bm7097	Bm_v4_ChrX_scaffold_001	11053974	11062145	-1	WBGene00227358
Bm7098	Bm_v4_ChrX_scaffold_001	8247345	8250378	-1	WBGene00227359
Bm7099	Bm_v4_ChrX_scaffold_001	17716289	17720644	-1	WBGene00227360
Bm7100	Bm_v4_Chr1_scaffold_001	9193067	9195378	1	WBGene00227361
Bm7101	Bm_v4_ChrX_scaffold_001	12008167	12009016	-1	WBGene00227362
Bm7102	Bm_v4_ChrX_scaffold_001	11990662	11991681	-1	WBGene00227363
Bm7103	Bm_v4_ChrX_scaffold_001	17458205	17463049	-1	WBGene00227364
Bm7104	Bm_v4_ChrX_scaffold_001	7679132	7685934	1	WBGene00227365
Bm7105	Bm_v4_Chr2_contig_001	7814158	7817863	-1	WBGene00227366
Bm7106	Bm_v4_ChrX_scaffold_001	5986794	5987494	1	WBGene00227367
Bm7107	Bm_v4_ChrX_scaffold_001	8517577	8521423	-1	WBGene00227368
Bm7108	Bm_v4_Chr4_scaffold_001	7532810	7541923	1	WBGene00227369
Bm7109	Bm_v4_Chr3_scaffold_001	9790927	9792528	1	WBGene00227370
Bm7110	Bm_v4_ChrX_scaffold_001	19684419	19689279	1	WBGene00227371
Bm7111	Bm_v4_Chr3_scaffold_001	1425938	1436354	-1	WBGene00227372
Bm7112	Bm_v4_Chr1_scaffold_001	5623930	5625377	-1	WBGene00227373
Bm7113	Bm_v4_Chr3_scaffold_001	12363411	12366547	1	WBGene00227374
Bm7115	Bm_008	478880	484847	1	WBGene00227376
Bm7118	Bm_v4_ChrX_scaffold_001	7000995	7004857	-1	WBGene00227379
Bm7119	Bm_v4_ChrX_scaffold_001	9441269	9446887	-1	WBGene00227380
Bm7120	Bm_v4_ChrX_scaffold_001	5599133	5602496	-1	WBGene00227381
Bm7121	Bm_v4_ChrX_scaffold_001	9183025	9186283	1	WBGene00227382
Bm7122	Bm_v4_ChrX_scaffold_001	9187349	9188708	-1	WBGene00227383
Bm7123	Bm_v4_Chr4_scaffold_001	8653768	8658194	1	WBGene00227384
Bm7124	Bm_v4_ChrX_scaffold_001	13256334	13258966	-1	WBGene00227385
Bm7125	Bm_v4_Chr3_scaffold_001	11750975	11759222	-1	WBGene00227386
Bm7126	Bm_v4_Chr3_scaffold_001	298267	299838	1	WBGene00227387
Bm7127	Bm_v4_Chr3_scaffold_001	7543892	7546471	-1	WBGene00227388
Bm7128	Bm_v4_Chr3_scaffold_001	291392	296051	1	WBGene00227389
Bm7129	Bm_v4_Chr2_contig_001	9092599	9098658	-1	WBGene00227390
Bm7130	Bm_v4_Chr4_scaffold_001	8674345	8679392	1	WBGene00227391
Bm7131	Bm_v4_Chr4_scaffold_001	5169754	5178396	-1	WBGene00227392
Bm7132	Bm_v4_Chr4_scaffold_001	3230458	3233021	-1	WBGene00227393
Bm7134	Bm_v4_Chr1_scaffold_001	8821427	8828521	1	WBGene00227395
Bm7135	Bm_v4_Chr1_scaffold_001	547206	552664	1	WBGene00227396
Bm7136	Bm_v4_Chr1_scaffold_001	9224976	9230998	1	WBGene00227397
Bm7137	Bm_v4_Chr1_scaffold_001	11402178	11407626	-1	WBGene00227398
Bm7138	Bm_007	230368	234821	-1	WBGene00227399
Bm7141	Bm_v4_Chr1_scaffold_001	9443882	9458329	-1	WBGene00227402
Bm7142	Bm_v4_ChrX_scaffold_001	9123765	9128380	-1	WBGene00227403
Bm7143	Bm_v4_Chr2_contig_001	9506098	9507837	-1	WBGene00227404
Bm7144	Bm_v4_Chr4_scaffold_001	13296959	13299187	1	WBGene00227405
Bm7145	Bm_v4_Chr1_scaffold_001	1337621	1349056	1	WBGene00227406
Bm7146	Bm_v4_Chr3_scaffold_001	1183910	1190297	-1	WBGene00227407
Bm7147	Bm_v4_Chr1_scaffold_001	10687535	10692027	-1	WBGene00227408
Bm7148	Bm_v4_ChrX_scaffold_001	8973199	8976980	-1	WBGene00227409
Bm7149	Bm_v4_Chr2_contig_001	145556	149596	-1	WBGene00227410
Bm7150	Bm_v4_ChrX_scaffold_001	22076144	22077586	1	WBGene00227411
Bm7151	Bm_v4_ChrX_scaffold_001	14641060	14652130	-1	WBGene00227412
Bm7152	Bm_v4_ChrX_scaffold_001	9657833	9661636	-1	WBGene00227413
Bm7153	Bm_007	273630	275636	1	WBGene00227414
Bm7154	Bm_v4_Chr3_scaffold_001	107559	112282	-1	WBGene00227415
Bm7155	Bm_v4_ChrX_scaffold_001	8915452	8918231	1	WBGene00227416
Bm7156	Bm_v4_Chr1_scaffold_001	5391076	5397481	1	WBGene00227417
Bm7157	Bm_v4_Chr4_scaffold_001	4339276	4343254	-1	WBGene00227418
Bm7158	Bm_v4_Chr4_scaffold_001	4369005	4379589	-1	WBGene00227419
Bm7159	Bm_v4_Chr4_scaffold_001	7434414	7438331	1	WBGene00227420
Bm7160	Bm_v4_Chr2_contig_001	2026255	2034255	-1	WBGene00227421
Bm7161	Bm_v4_Chr4_scaffold_001	5764316	5767297	-1	WBGene00227422
Bm7162	Bm_v4_ChrX_scaffold_001	12793707	12805662	1	WBGene00227423
Bm7163	Bm_v4_ChrX_scaffold_001	9313867	9315921	-1	WBGene00227424
Bm7164	Bm_v4_Chr1_scaffold_001	12630371	12631230	-1	WBGene00227425
Bm7165	Bm_v4_Chr1_scaffold_001	12631971	12633291	1	WBGene00227426
Bm7166	Bm_v4_ChrX_scaffold_001	22972435	22973451	-1	WBGene00227427
Bm7167	Bm_v4_ChrX_scaffold_001	6690146	6695411	1	WBGene00227428
Bm7168	Bm_v4_ChrX_scaffold_001	24840882	24847309	-1	WBGene00227429
Bm7169	Bm_v4_Chr3_scaffold_001	7689073	7700476	1	WBGene00227430
